fila_bronze,viaje_id,order_id,camion_id_tratado,producto_id,timestamp_bolivia,temp_c,humedad_pct,objetivo_c,tolerancia_c,desvio_respecto_umbral_c,temp_lag1_c,temp_lag2_c,cambio_temp_c,pendiente_c_por_min,temp_media_historica_3,temp_max_historica_3,minutos_desde_inicio,categoria_logistica_tratada,tipo_camion_tratado,capacidad_kg_tratada,centro_distribucion_tratado,cantidad_solicitada_tratado,tiempo_entrega_prometido_hrs_tratado,temperatura_imputada_x,humedad_imputada,clasificacion_objetivo_60min,max_desvio_termico_proximos_60min_c,n_lecturas_futuras_60min,apta_clasificacion_60min,apta_regresion_60min,eventos_previos_60m,eventos_previos_180m,eventos_previos_24h,alertas_temp_previas_60m,alertas_temp_previas_180m,alertas_temp_previas_24h,fallas_motor_previas_24h,eventos_alta_previos_24h,eventos_no_reconocidos_previos_24h,reconocimiento_faltante_previos_24h,minutos_desde_ultimo_evento,minutos_desde_ultima_alerta_temp,umbral_eventos_temp_cabina_c,geocerca_eventos_radio_km,ultimo_mantenimiento_eventos,dias_desde_ultimo_mantenimiento_eventos,tiene_evento_previo_24h,tiene_alerta_temp_previa_24h
11887,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 07:59:00,18.3,47.0,20.0,5.0,-3.3000000000000007,21.41,21.47,-3.1099999999999994,-0.1036666666666666,20.39333333333333,21.47,180.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.02,2,True,True,0,0,1,0,0,0,0,0,1,0,767.0,,8.5,31.7,2026-07-30,10.332638888888889,True,False
11888,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 08:29:00,21.98,37.5,20.0,5.0,-3.02,18.3,21.41,3.68,0.1226666666666666,20.563333333333333,21.98,210.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.7399999999999984,2,True,True,0,0,1,0,0,0,0,0,1,0,797.0,,8.5,31.7,2026-07-30,10.353472222222223,True,False
11889,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 08:59:00,18.74,56.9,20.0,5.0,-3.7399999999999984,21.98,18.3,-3.240000000000002,-0.108,19.67333333333333,21.98,240.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-2.9200000000000017,2,True,True,0,0,1,0,0,0,0,0,1,0,827.0,,8.5,31.7,2026-07-30,10.374305555555555,True,False
11890,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 09:29:00,19.41,56.0,20.0,5.0,-4.41,18.74,21.98,0.6700000000000017,0.0223333333333333,20.043333333333333,21.98,270.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-2.9200000000000017,2,True,True,0,0,1,0,0,0,0,0,1,0,857.0,,8.5,31.7,2026-07-30,10.395138888888889,True,False
11891,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 09:59:00,22.08,48.0,20.0,5.0,-2.9200000000000017,19.41,18.74,2.669999999999998,0.0889999999999999,20.076666666666664,22.08,300.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.7399999999999984,2,True,True,0,0,1,0,0,0,0,0,1,0,887.0,,8.5,31.7,2026-07-30,10.415972222222223,True,False
11892,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 10:29:00,19.36,51.2,20.0,5.0,-4.359999999999999,22.08,19.41,-2.719999999999999,-0.0906666666666666,20.28333333333333,22.08,330.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.5599999999999987,2,True,True,0,0,1,0,0,0,0,0,1,0,917.0,,8.5,31.7,2026-07-30,10.436805555555555,True,False
11893,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 10:59:00,18.74,49.7,20.0,5.0,-3.7399999999999984,19.36,22.08,-0.620000000000001,-0.0206666666666667,20.06,22.08,360.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.5599999999999987,2,True,True,0,0,1,0,0,0,0,0,1,0,947.0,,8.5,31.7,2026-07-30,10.457638888888889,True,False
11894,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 11:29:00,18.56,43.7,20.0,5.0,-3.5599999999999987,18.74,19.36,-0.1799999999999997,-0.0059999999999999,18.886666666666667,19.36,390.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-4.859999999999999,2,True,True,0,0,1,0,0,0,0,0,1,0,977.0,,8.5,31.7,2026-07-30,10.478472222222223,True,False
11895,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 11:59:00,20.14,48.6,20.0,5.0,-4.859999999999999,18.56,18.74,1.5800000000000018,0.0526666666666667,19.146666666666665,20.14,420.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,1,4.690000000000001,2,True,True,0,0,1,0,0,0,0,0,1,0,1007.0,,8.5,31.7,2026-07-30,10.499305555555555,True,False
11896,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 12:29:00,19.87,45.7,20.0,5.0,-4.870000000000001,20.14,18.56,-0.2699999999999996,-0.0089999999999999,19.523333333333337,20.14,450.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,1,4.690000000000001,2,True,True,0,0,1,0,0,0,0,0,1,0,1037.0,,8.5,31.7,2026-07-30,10.520138888888889,True,False
11897,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 12:59:00,29.69,54.8,20.0,5.0,4.690000000000001,19.87,20.14,9.82,0.3273333333333333,23.23333333333333,29.69,480.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,1,1.8599999999999997,2,True,True,0,0,1,0,0,0,0,0,1,0,1067.0,,8.5,31.7,2026-07-30,10.540972222222223,True,False
11898,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 13:29:00,26.86,41.8,20.0,5.0,1.8599999999999997,29.69,19.87,-2.830000000000002,-0.0943333333333334,25.473333333333333,29.69,510.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,1,1.2899999999999991,2,True,True,0,0,1,0,0,0,0,0,1,0,1097.0,,8.5,31.7,2026-07-30,10.561805555555555,True,False
11899,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 13:59:00,23.38,61.6,20.0,5.0,-1.620000000000001,26.86,29.69,-3.4800000000000004,-0.116,26.64333333333333,29.69,540.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,1,1.2899999999999991,2,True,True,0,0,1,0,0,0,0,0,1,0,1127.0,,8.5,31.7,2026-07-30,10.582638888888889,True,False
11900,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 14:29:00,26.29,49.1,20.0,5.0,1.2899999999999991,23.38,26.86,2.91,0.097,25.51,26.86,570.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-0.129999999999999,2,True,True,0,0,1,0,0,0,0,0,1,0,1157.0,,8.5,31.7,2026-07-30,10.603472222222223,True,False
11901,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 14:59:00,24.87,51.9,20.0,5.0,-0.129999999999999,26.29,23.38,-1.4199999999999982,-0.0473333333333332,24.846666666666664,26.29,600.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.640000000000001,2,True,True,0,0,1,0,0,0,0,0,1,0,1187.0,,8.5,31.7,2026-07-30,10.624305555555555,True,False
11902,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 15:29:00,21.36,44.3,20.0,5.0,-3.640000000000001,24.87,26.29,-3.5100000000000016,-0.117,24.173333333333336,26.29,630.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.530000000000001,2,True,True,0,0,1,0,0,0,0,0,1,0,1217.0,,8.5,31.7,2026-07-30,10.645138888888889,True,False
11903,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 15:59:00,19.27,50.7,20.0,5.0,-4.27,21.36,24.87,-2.09,-0.0696666666666666,21.83333333333333,24.87,660.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,-3.530000000000001,1,True,True,0,0,1,0,0,0,0,0,1,0,1247.0,,8.5,31.7,2026-07-30,10.665972222222223,True,False
11904,VIA-00496,ORD-2026-02426,CAM-28,PROD-017,2026-08-09 16:29:00,21.47,43.4,20.0,5.0,-3.530000000000001,19.27,21.36,2.1999999999999997,0.0733333333333333,20.7,21.47,690.0,Seco,Refrigerado,2000,La Paz,147.0,24.0,False,False,0,,0,True,False,0,0,1,0,0,0,0,0,1,0,1277.0,,8.5,31.7,2026-07-30,10.686805555555555,True,False
11905,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 04:55:00,20.9,37.0,20.0,5.0,-4.100000000000001,,,,,20.9,20.9,0.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.43,2,True,True,0,0,0,0,0,0,0,0,0,0,10960.0,10960.0,8.0,36.6,2026-07-17,30.20486111111111,False,False
11906,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 05:25:00,18.62,44.9,20.0,5.0,-3.620000000000001,20.9,,-2.2799999999999976,-0.0759999999999999,19.76,20.9,30.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.43,2,True,True,0,0,0,0,0,0,0,0,0,0,10990.0,10990.0,8.0,36.6,2026-07-17,30.225694444444443,False,False
11907,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 05:55:00,18.43,44.5,20.0,5.0,-3.43,18.62,20.9,-0.1900000000000012,-0.0063333333333333,19.316666666666663,20.9,60.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.4899999999999984,2,True,True,0,0,0,0,0,0,0,0,0,0,11020.0,11020.0,8.0,36.6,2026-07-17,30.24652777777778,False,False
11908,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 06:25:00,18.49,39.6,20.0,5.0,-3.4899999999999984,18.43,18.62,0.0599999999999987,0.0019999999999999,18.51333333333333,18.62,90.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-2.84,2,True,True,0,0,0,0,0,0,0,0,0,0,11050.0,11050.0,8.0,36.6,2026-07-17,30.26736111111111,False,False
11909,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 06:55:00,21.2,50.0,20.0,5.0,-3.8000000000000007,18.49,18.43,2.710000000000001,0.0903333333333333,19.37333333333333,21.2,120.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-2.84,2,True,True,0,0,0,0,0,0,0,0,0,0,11080.0,11080.0,8.0,36.6,2026-07-17,30.288194444444443,False,False
11910,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 07:25:00,17.84,44.0,20.0,5.0,-2.84,21.2,18.49,-3.3599999999999994,-0.1119999999999999,19.176666666666662,21.2,150.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-4.629999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,11110.0,11110.0,8.0,36.6,2026-07-17,30.30902777777778,False,False
11911,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 07:55:00,19.63,47.3,20.0,5.0,-4.629999999999999,17.84,21.2,1.7899999999999991,0.0596666666666666,19.55666666666667,21.2,180.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.7399999999999984,2,True,True,0,0,0,0,0,0,0,0,0,0,11140.0,11140.0,8.0,36.6,2026-07-17,30.32986111111111,False,False
11912,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 08:25:00,19.88,51.5,20.0,5.0,-4.879999999999999,19.63,17.84,0.25,0.0083333333333333,19.116666666666664,19.88,210.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-2.6499999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,11170.0,11170.0,8.0,36.6,2026-07-17,30.350694444444443,False,False
11913,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 08:55:00,18.74,39.2,20.0,5.0,-3.7399999999999984,19.88,19.63,-1.1400000000000006,-0.038,19.416666666666668,19.88,240.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-2.6499999999999986,2,True,True,0,0,0,0,0,0,0,0,0,0,11200.0,11200.0,8.0,36.6,2026-07-17,30.37152777777778,False,False
11914,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 09:25:00,17.65,45.8,20.0,5.0,-2.6499999999999986,18.74,19.88,-1.09,-0.0363333333333333,18.756666666666664,19.88,270.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-0.6099999999999994,2,True,True,0,0,0,0,0,0,0,0,0,0,11230.0,11230.0,8.0,36.6,2026-07-17,30.39236111111111,False,False
11915,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 09:55:00,18.94,49.8,20.0,5.0,-3.940000000000001,17.65,18.74,1.2900000000000027,0.043,18.44333333333333,18.94,300.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-0.6099999999999994,2,True,True,0,0,0,0,0,0,0,0,0,0,11260.0,11260.0,8.0,36.6,2026-07-17,30.413194444444443,False,False
11916,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 10:25:00,24.39,45.2,20.0,5.0,-0.6099999999999994,18.94,17.65,5.449999999999999,0.1816666666666666,20.326666666666668,24.39,330.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.2600000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,11290.0,11290.0,8.0,36.6,2026-07-17,30.43402777777778,False,False
11917,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 10:55:00,20.42,50.3,20.0,5.0,-4.579999999999998,24.39,18.94,-3.969999999999999,-0.1323333333333333,21.25,24.39,360.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-0.8900000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,11320.0,11320.0,8.0,36.6,2026-07-17,30.45486111111111,False,False
11918,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 11:25:00,21.74,51.6,20.0,5.0,-3.2600000000000016,20.42,24.39,1.3199999999999967,0.0439999999999998,22.183333333333334,24.39,390.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-0.8900000000000006,2,True,True,0,0,0,0,0,0,0,0,0,0,11350.0,11350.0,8.0,36.6,2026-07-17,30.475694444444443,False,False
11919,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 11:55:00,24.11,45.5,20.0,5.0,-0.8900000000000006,21.74,20.42,2.370000000000001,0.079,22.09,24.11,420.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-2.710000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,11380.0,11380.0,8.0,36.6,2026-07-17,30.49652777777778,False,False
11920,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 12:25:00,17.71,65.4,20.0,5.0,-2.710000000000001,24.11,21.74,-6.399999999999999,-0.2133333333333333,21.186666666666667,24.11,450.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.719999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,11410.0,11410.0,8.0,36.6,2026-07-17,30.51736111111111,False,False
11921,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 12:55:00,21.28,45.5,20.0,5.0,-3.719999999999999,17.71,24.11,3.5700000000000003,0.119,21.03333333333333,24.11,480.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-4.120000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,11440.0,11440.0,8.0,36.6,2026-07-17,30.538194444444443,False,False
11922,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 13:25:00,20.82,47.0,20.0,5.0,-4.18,21.28,17.71,-0.4600000000000008,-0.0153333333333333,19.936666666666667,21.28,510.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-4.120000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,11470.0,11470.0,8.0,36.6,2026-07-17,30.55902777777778,False,False
11923,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 13:55:00,20.88,57.8,20.0,5.0,-4.120000000000001,20.82,21.28,0.0599999999999987,0.0019999999999999,20.99333333333333,21.28,540.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.0100000000000016,2,True,True,0,0,0,0,0,0,0,0,0,0,11500.0,11500.0,8.0,36.6,2026-07-17,30.57986111111111,False,False
11924,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 14:25:00,19.37,48.4,20.0,5.0,-4.370000000000001,20.88,20.82,-1.509999999999998,-0.0503333333333332,20.35666666666667,20.88,570.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.0100000000000016,1,True,True,0,0,0,0,0,0,0,0,0,0,11530.0,11530.0,8.0,36.6,2026-07-17,30.600694444444443,False,False
11925,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 14:55:00,21.99,36.8,20.0,5.0,-3.0100000000000016,19.37,20.88,2.619999999999997,0.0873333333333332,20.746666666666663,21.99,600.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-3.530000000000001,1,True,True,0,0,0,0,0,0,0,0,0,0,11560.0,11560.0,8.0,36.6,2026-07-17,30.62152777777778,False,False
11927,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 15:55:00,18.53,51.2,20.0,5.0,-3.530000000000001,21.99,19.37,-3.4599999999999973,-0.0576666666666666,19.96333333333333,21.99,660.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,-1.9899999999999984,1,True,True,0,0,0,0,0,0,0,0,0,0,11620.0,11620.0,8.0,36.6,2026-07-17,30.663194444444443,False,False
11928,VIA-00497,ORD-2026-02619,CAM-03,PROD-033,2026-08-16 16:25:00,23.01,57.3,20.0,5.0,-1.9899999999999984,18.53,21.99,4.48,0.1493333333333333,21.176666666666662,23.01,690.0,Seco,Seco,12000,Oruro,223.0,72.0,False,False,0,,0,True,False,0,0,0,0,0,0,0,0,0,0,11650.0,11650.0,8.0,36.6,2026-07-17,30.68402777777778,False,False
11929,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 14:53:00,17.53,42.4,20.0,5.0,-2.530000000000001,,,,,17.53,17.53,0.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.25,2,True,True,0,0,0,0,0,0,0,0,0,0,4358.0,4358.0,8.0,36.6,2026-07-17,25.62013888888889,False,False
11930,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 15:23:00,20.13,46.8,20.0,5.0,-4.870000000000001,17.53,,2.599999999999998,0.0866666666666666,18.83,20.13,30.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.969999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4388.0,4388.0,8.0,36.6,2026-07-17,25.64097222222222,False,False
11931,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 15:53:00,21.75,60.2,20.0,5.0,-3.25,20.13,17.53,1.620000000000001,0.054,19.80333333333333,21.75,60.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.969999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4418.0,4418.0,8.0,36.6,2026-07-17,25.661805555555556,False,False
11932,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 16:23:00,22.03,44.5,20.0,5.0,-2.969999999999999,21.75,20.13,0.2800000000000011,0.0093333333333333,21.30333333333333,22.03,90.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.030000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4448.0,4448.0,8.0,36.6,2026-07-17,25.68263888888889,False,False
11933,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 16:53:00,20.71,52.0,20.0,5.0,-4.289999999999999,22.03,21.75,-1.3200000000000005,-0.044,21.49666666666667,22.03,120.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.030000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4478.0,4478.0,8.0,36.6,2026-07-17,25.70347222222222,False,False
11934,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 17:23:00,21.97,47.6,20.0,5.0,-3.030000000000001,20.71,22.03,1.259999999999998,0.0419999999999999,21.570000000000004,22.03,150.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.210000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4508.0,4508.0,8.0,36.6,2026-07-17,25.724305555555556,False,False
11935,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 17:53:00,18.21,50.9,20.0,5.0,-3.210000000000001,21.97,20.71,-3.759999999999998,-0.1253333333333332,20.296666666666667,21.97,180.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-4.09,2,True,True,0,0,0,0,0,0,0,0,0,0,4538.0,4538.0,8.0,36.6,2026-07-17,25.74513888888889,False,False
11936,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 18:23:00,20.64,45.5,20.0,5.0,-4.359999999999999,18.21,21.97,2.43,0.0809999999999999,20.27333333333333,21.97,210.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,1,0.0899999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,4568.0,4568.0,8.0,36.6,2026-07-17,25.76597222222222,False,False
11937,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 18:53:00,19.09,39.8,20.0,5.0,-4.09,20.64,18.21,-1.5500000000000007,-0.0516666666666666,19.313333333333333,20.64,240.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,1,0.0899999999999998,2,True,True,0,0,0,0,0,0,0,0,0,0,4598.0,4598.0,8.0,36.6,2026-07-17,25.786805555555556,False,False
11938,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 19:23:00,25.09,36.8,20.0,5.0,0.0899999999999998,19.09,20.64,6.0,0.2,21.60666666666667,25.09,270.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-4.199999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4628.0,4628.0,8.0,36.6,2026-07-17,25.80763888888889,False,False
11939,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 19:53:00,20.8,46.4,20.0,5.0,-4.199999999999999,25.09,19.09,-4.289999999999999,-0.1429999999999999,21.66,25.09,300.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.690000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4658.0,4658.0,8.0,36.6,2026-07-17,25.82847222222222,False,False
11940,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 20:23:00,20.67,38.7,20.0,5.0,-4.329999999999998,20.8,25.09,-0.129999999999999,-0.0043333333333333,22.186666666666667,25.09,330.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.690000000000001,2,True,True,0,0,0,0,0,0,0,0,0,0,4688.0,4688.0,8.0,36.6,2026-07-17,25.849305555555556,False,False
11941,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 20:53:00,18.69,47.4,20.0,5.0,-3.690000000000001,20.67,20.8,-1.9800000000000004,-0.066,20.05333333333333,20.8,360.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.5700000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,4718.0,4718.0,8.0,36.6,2026-07-17,25.87013888888889,False,False
11942,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 21:23:00,20.13,35.8,20.0,5.0,-4.870000000000001,18.69,20.67,1.4399999999999975,0.0479999999999999,19.83,20.67,390.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.5700000000000003,2,True,True,0,0,0,0,0,0,0,0,0,0,4748.0,4748.0,8.0,36.6,2026-07-17,25.89097222222222,False,False
11943,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 21:53:00,22.43,40.4,20.0,5.0,-2.5700000000000003,20.13,18.69,2.3000000000000007,0.0766666666666666,20.416666666666668,22.43,420.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-3.539999999999999,2,True,True,0,0,0,0,0,0,0,0,0,0,4778.0,4778.0,8.0,36.6,2026-07-17,25.911805555555556,False,False
11944,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 22:23:00,18.54,32.2,20.0,5.0,-3.539999999999999,22.43,20.13,-3.890000000000001,-0.1296666666666666,20.366666666666667,22.43,450.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-1.9200000000000017,2,True,True,0,0,0,0,0,0,0,0,0,0,4808.0,4808.0,8.0,36.6,2026-07-17,25.93263888888889,False,False
11945,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 22:53:00,20.54,48.7,20.0,5.0,-4.460000000000001,18.54,22.43,2.0,0.0666666666666666,20.50333333333333,22.43,480.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-0.6799999999999997,2,True,True,0,0,0,0,0,0,0,0,0,0,4838.0,4838.0,8.0,36.6,2026-07-17,25.95347222222222,False,False
11946,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 23:23:00,23.08,44.8,20.0,5.0,-1.9200000000000017,20.54,18.54,2.539999999999999,0.0846666666666666,20.72,23.08,510.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-0.6799999999999997,2,True,True,0,0,0,0,0,0,0,0,0,0,4868.0,4868.0,8.0,36.6,2026-07-17,25.974305555555556,False,False
11947,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-11 23:53:00,15.68,52.1,20.0,5.0,-0.6799999999999997,23.08,20.54,-7.399999999999999,-0.2466666666666666,19.766666666666666,23.08,540.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.91,2,True,True,0,0,0,0,0,0,0,0,0,0,4898.0,4898.0,8.0,36.6,2026-07-17,25.99513888888889,False,False
11948,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-12 00:23:00,19.48,46.0,20.0,5.0,-4.48,15.68,23.08,3.8000000000000007,0.1266666666666666,19.41333333333333,23.08,570.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-2.91,2,True,True,0,0,0,0,0,0,0,0,0,0,4928.0,4928.0,8.0,36.6,2026-07-17,26.01597222222222,False,False
11949,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-12 00:53:00,17.91,47.5,20.0,5.0,-2.91,19.48,15.68,-1.5700000000000005,-0.0523333333333333,17.69,19.48,600.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-4.5,2,True,True,0,0,0,0,0,0,0,0,0,0,4958.0,4958.0,8.0,36.6,2026-07-17,26.036805555555556,False,False
11950,VIA-00498,ORD-2026-00786,CAM-03,PROD-003,2026-08-12 01:23:00,19.5,29.8,20.0,5.0,-4.5,17.91,19.48,1.59,0.053,18.96333333333333,19.5,630.0,Seco,Seco,12000,Oruro,363.0,24.0,False,False,0,-0.5600000000000005,2,True,True,0,0,0,0,0,0,0,0,0,0,4988.0,4988.0,8.0,36.6,2026-07-17,26.05763888888889,False,False
